Scene Number,Scene Name,Split,Instruction Type,Instruction,Annotator,Source Row
834,scene-0834,test,s,Take a right turn,Annotator 12,111
834,scene-0834,test,s,turn right at the blue banner,Annotator 11,111
834,scene-0834,test,unknown,make a right turn,Annotator 9,112
834,scene-0834,test,unknown,take a right,Annotator 7,110
835,scene-0835,test,D,Wait for the pedestrians to cross,Annotator 10,112
835,scene-0835,test,d,Go forward and yield for the oncoming pedestrians,Annotator 12,112
835,scene-0835,test,d,"slow down and stop behind the crosswalk so the pedestrians can cross the road. once they have crossed, keep driving straight",Annotator 7,111
835,scene-0835,test,d,slow down for pedestrians crossing,Annotator 11,112
835,scene-0835,test,d,slow down to let the pedestrians across through,Annotator 9,113
836,scene-0836,test,s,Slow down for the speed bump,Annotator 12,113
836,scene-0836,test,s,slow down for speed bump,Annotator 11,113
838,scene-0838,test,d,slow down and stay behind motorcyclist,Annotator 11,115
838,scene-0838,test,s,Slow down and stop behind the motorcycle,Annotator 12,115
838,scene-0838,test,s,stop behind the motorcycle at the red light,Annotator 7,114
839,scene-0839,test,S,Turn right at this signal into the right lane,Annotator 10,116
839,scene-0839,test,d,follow the same path as the motorcycle,Annotator 9,117
839,scene-0839,test,s,Take a right turn once the light turns green,Annotator 12,116
839,scene-0839,test,s,at the stop light turn right and stay in the right lane,Annotator 11,116
839,scene-0839,test,s,take a right once the light turns green and be in the rightmost lane,Annotator 7,115
840,scene-0840,test,s,Go forward and slow down as you approach the bus stop full of pedestrians,Annotator 12,117
840,scene-0840,test,s,change into the left lane after the u turn sign,Annotator 11,117
840,scene-0840,test,unknown,change into the left lane,Annotator 7,116
841,scene-0841,test,s,Go forward stay in your lane and slow down as you pass the pedestrian on the left,Annotator 12,118
842,scene-0842,test,S,Enter the intersection in the left lane,Annotator 10,119
842,scene-0842,test,d,Stop at the stop sign and take a left turn once there is no more oncoming traffic,Annotator 12,119
842,scene-0842,test,ds,stop at the stopsign. make a left turn once all cars from the right have passed,Annotator 9,120
842,scene-0842,test,s,at the stop sign turn left,Annotator 11,119
842,scene-0842,test,unknown,stop at the stop sign and then drive into the roundabou once the cars have passed,Annotator 7,118
844,scene-0844,test,S,Approach the toll,Annotator 10,120
844,scene-0844,test,s,Go forward and stop at the traffic pole,Annotator 12,120
844,scene-0844,test,s,slow down and stop behind the motorized gate arm,Annotator 7,119
845,scene-0845,test,S,Continue after the toll gate has raised,Annotator 10,121
845,scene-0845,test,s,Go forward once the poll lifts,Annotator 12,121
845,scene-0845,test,s,"once the gate arm opens, drive forward",Annotator 7,120
932,scene-0932,test,D,"Wait a moment, then pass the pedestrian on the right",Annotator 10,123
932,scene-0932,test,d,Go forward and slow down as you approach the pedestrian,Annotator 12,123
932,scene-0932,test,d,stay on the right side for the pedestrian on your left,Annotator 11,123
932,scene-0932,test,unknown,start driving after a few seconds,Annotator 7,122
933,scene-0933,test,S,"Approach the intersection and turn right, then immediately after enter the left lane",Annotator 10,124
933,scene-0933,test,d,Go forward and stay in your lane,Annotator 12,124
933,scene-0933,test,s,stay in the left lane when entering the roundabout but then keep to the right,Annotator 11,124
933,scene-0933,test,unknown,drive into the leftmost lane of the roundabout then take the second exit,Annotator 7,123
933,scene-0933,test,unknown,go into the left lane and follow the round-a-bout,Annotator 9,125
935,scene-0935,test,s,slow down as you go over the speed bump,Annotator 12,125
936,scene-0936,test,S,Go into the left-most lane to turn left at the light,Annotator 10,126
936,scene-0936,test,s,Go forward and merge into the left lane,Annotator 12,126
936,scene-0936,test,"s,d",get in the leftmost lane following the yellow bus,Annotator 11,126
936,scene-0936,test,unknown,change into the left turn lane at the signal,Annotator 7,125
938,scene-0938,test,D,Follow this coca-cola truck,Annotator 10,128
938,scene-0938,test,d,Follow the car in front of you,Annotator 12,128
938,scene-0938,test,d,follow the coca-cola vehicle in front of you,Annotator 9,129
938,scene-0938,test,d,follow the pink coca cola truck,Annotator 11,128
938,scene-0938,test,unknown,take a left behind the truck,Annotator 7,127
939,scene-0939,test,D,Continue to follow this truck and turn left,Annotator 10,129
939,scene-0939,test,d,Follow the car in front of you,Annotator 12,129
939,scene-0939,test,d,follow the coca-cola vehicle in front of you,Annotator 9,130
939,scene-0939,test,d,follow the pink coca cola truck and turn left,Annotator 11,129
939,scene-0939,test,unknown,take a left behind the truck,Annotator 7,128
940,scene-0940,test,d,Stay behind the car in front of you and watchout for the merging motorcycle,Annotator 12,130
940,scene-0940,test,d,follow the coca-cola vehicle in front of you,Annotator 9,131
941,scene-0941,test,S,Turn right at the interesection,Annotator 10,131
941,scene-0941,test,d,follow the coca-cola vehicle in front of you,Annotator 9,132
941,scene-0941,test,d,stay on the right following the coca cola truck,Annotator 11,131
941,scene-0941,test,unknown,take a right,Annotator 7,130
942,scene-0942,test,d,Slow down and stop behind the truck after it has stopped,Annotator 12,132
942,scene-0942,test,d,follow the coca-cola vehicle in front of you,Annotator 9,133
942,scene-0942,test,unknown,"wait for the truck to start moving, then keep driving forward",Annotator 7,131
943,scene-0943,test,d,follow the coca-cola vehicle in front of you,Annotator 9,134
1029,scene-1029,test,s,Stop behind the cars that are stopped at the light,Annotator 12,137
1029,scene-1029,test,s,slow down and stop behind the cars at the traffic light,Annotator 7,136
1030,scene-1030,test,s,drive straight at the traffic lights,Annotator 7,137
1032,scene-1032,test,d,Go forward once the light turns green staying behind the car in front of you,Annotator 12,140
1032,scene-1032,test,d,start driving straight once the lights turn green and the cars in front start moving,Annotator 7,139
1033,scene-1033,test,S,Turn left at the next intersection,Annotator 10,141
1033,scene-1033,test,d,Take a left turn once there is no more oncoming traffic,Annotator 12,141
1033,scene-1033,test,s,slow down for the speed bump then turn left at the stop light,Annotator 11,141
1033,scene-1033,test,unknown,make a left turn,Annotator 9,142
1033,scene-1033,test,unknown,take a left at the intersection,Annotator 7,140
1034,scene-1034,test,S,Keep right at the intersection,Annotator 10,142
1035,scene-1035,test,s,stay on the left side,Annotator 11,143
1035,scene-1035,test,unknown,Keep left at the intersection,Annotator 10,143
1035,scene-1035,test,unknown,make a left turn when it appears,Annotator 9,144
1035,scene-1035,test,unknown,take a left at the fork,Annotator 7,142
1036,scene-1036,test,S,Turn left at the intersection,Annotator 10,144
1036,scene-1036,test,s,Stop at the stop sign and take a left turn,Annotator 12,144
1036,scene-1036,test,s,at the stop light turn left,Annotator 11,144
1036,scene-1036,test,unknown,make a left turn when you can,Annotator 9,145
1036,scene-1036,test,unknown,take a left at the intersection,Annotator 7,143
1039,scene-1039,test,D,Turn right at the intersection with the parked truck,Annotator 10,147
1039,scene-1039,test,d,Take a right turn being cautious for the crossing pedestrians,Annotator 12,147
1039,scene-1039,test,d,turn right where the white truck is stopped,Annotator 11,147
1039,scene-1039,test,unknown,make a right turn and go straight into the left lane,Annotator 9,148
1039,scene-1039,test,unknown,take a right,Annotator 7,146
1040,scene-1040,test,D,Wait for the pedestrians to finish crossing,Annotator 10,148
1040,scene-1040,test,d,Yield for the crossing pedestrians,Annotator 12,148
1040,scene-1040,test,d,slow down and stop at the crosswalk for the pedestrians to cross the road,Annotator 7,147
1040,scene-1040,test,d,slow down for the pedestrians crossing,Annotator 11,148
1040,scene-1040,test,ds,stop before the peestrian walk to let the people walk through,Annotator 9,149
1041,scene-1041,test,D,Careful of the woman crossing the road,Annotator 10,149
1041,scene-1041,test,d,Slow down and yield for the crossing pedestrians,Annotator 12,149
1041,scene-1041,test,d,slow down and stop at the crosswalk for the pedestrians to cross the road,Annotator 7,148
1041,scene-1041,test,d,slow down for the pedestrians crossing,Annotator 11,149
1041,scene-1041,test,ds,slow down to lett the pedestrians go through then continue going straight,Annotator 9,150
1042,scene-1042,test,S,Take a harsh right at the intersection,Annotator 10,150
1042,scene-1042,test,s,Take a right turn and follow the car in front of you,Annotator 12,150
1042,scene-1042,test,s,after the speed bump turn right,Annotator 11,150
1042,scene-1042,test,unknown,make a right turn at the intersection and follow the vehicle in front of you,Annotator 9,151
1042,scene-1042,test,unknown,take a right,Annotator 7,149
1043,scene-1043,test,S,Take a right at the intersection and then drive past the taxi loop,Annotator 10,151
1043,scene-1043,test,d,Take a right turn slowing down for the cars stopping at the hotel,Annotator 12,151
1043,scene-1043,test,unknown,take a right,Annotator 7,150
